iter	MAE
346	0.004123642879
347	0.004065706294
348	0.004065688661
349	0.004065672187
350	0.004065657197
351	0.004065647848
352	0.004065561966
353	0.004065530266
354	0.00406258558
355	0.004060452143
356	0.0040587782
357	0.004058772175
358	0.004058770491
359	0.004058755964
360	0.004058572969
361	0.004057052161
362	0.004055609445
363	0.004055100169
364	0.004055096019
365	0.004055088588
366	0.004055041407
367	0.004054896793
368	0.004054626554
369	0.004054320318
370	0.004050830025
371	0.004050744777
372	0.004050710107
373	0.00405070931
374	0.004050708185
375	0.004050543664
376	0.004050471619
377	0.004050459588
378	0.004049977035
379	0.004043628542
380	0.003936973829
381	0.003928111676
382	0.003926299206
383	0.003922409543
384	0.003921878571
385	0.00392164944
386	0.003921547497
387	0.003920490832
388	0.003916032212
389	0.003915177389
390	0.003913971537
391	0.003913289865
392	0.003913000489
393	0.003912891153
394	0.003912762445
395	0.003912511138
396	0.003912091205
397	0.003912067436
398	0.003911703207
399	0.003909200384
400	0.003909100329
401	0.003909007258
402	0.003821082042
403	0.003727480544
404	0.003638559228
405	0.003554084126
406	0.003554067966
407	0.003473817381
408	0.003460791503
409	0.003383282658
410	0.003319380766
411	0.003319038353
412	0.003181345865
413	0.003130100286
414	0.003128921312
415	0.003108693447
416	0.003089513266
417	0.003074828578
418	0.003067939358
419	0.00299859609
420	0.002868863173
421	0.002776971153
422	0.002689674651
423	0.002609276817
424	0.002609152485
425	0.002608698355
426	0.00260864385
427	0.002556897303
428	0.00250773912
429	0.002507500498
430	0.002460822951
431	0.002416621219
432	0.002415234778
433	0.002414890047
434	0.00241343887
435	0.002411940619
436	0.002411665366
437	0.002408816482
438	0.00240747194
439	0.002407199398
440	0.002407097013
441	0.002406273401
442	0.002405680687
443	0.002367123762
444	0.002367029748
445	0.002365688762
446	0.002365474766
447	0.002365449349
448	0.002354824074
449	0.002354756408
450	0.002354414041
451	0.002354116195
452	0.0023540588
453	0.002353936336
454	0.0023538206
455	0.002353708524
456	0.002353610596
457	0.002353190326
458	0.002353189444
459	0.002332876185
